o,d,weight,o-point,d-point
180,190,45,POINT (1663383.2326757242 2458365.549245064),POINT (1655324.242010476 2465724.286058564)
180,191,226,POINT (1663383.2326757242 2458365.549245064),POINT (1662470.4552771682 2451038.098193027)
180,193,126,POINT (1663383.2326757242 2458365.549245064),POINT (1657450.7924677369 2453993.260291947)
180,195,204,POINT (1663383.2326757242 2458365.549245064),POINT (1656395.517797662 2463523.207788486)
180,196,285,POINT (1663383.2326757242 2458365.549245064),POINT (1654061.748449569 2462799.812356256)
180,197,44,POINT (1663383.2326757242 2458365.549245064),POINT (1659785.487432545 2454716.2872940414)
180,198,75,POINT (1663383.2326757242 2458365.549245064),POINT (1661230.77641166 2459107.7552823774)
180,206,195,POINT (1663383.2326757242 2458365.549245064),POINT (1656744.3821234605 2459126.458644443)
180,208,184,POINT (1663383.2326757242 2458365.549245064),POINT (1659968.10918148 2456181.564772103)
180,214,79,POINT (1663383.2326757242 2458365.549245064),POINT (1658530.7469627662 2455454.733369095)
180,216,193,POINT (1663383.2326757242 2458365.549245064),POINT (1655307.3807267118 2458399.544436788)
180,220,200,POINT (1663383.2326757242 2458365.549245064),POINT (1663368.1535643733 2451033.9555668784)
180,225,332,POINT (1663383.2326757242 2458365.549245064),POINT (1662120.5074645393 2455439.1162238186)
180,227,122,POINT (1663383.2326757242 2458365.549245064),POINT (1654244.551946963 2464263.8266923614)
180,231,114,POINT (1663383.2326757242 2458365.549245064),POINT (1663208.3410565308 2460564.8393836333)
180,232,258,POINT (1663383.2326757242 2458365.549245064),POINT (1661763.0305044434 2456173.752605095)
180,233,345,POINT (1663383.2326757242 2458365.549245064),POINT (1659984.0711625577 2463508.8921524067)
180,234,285,POINT (1663383.2326757242 2458365.549245064),POINT (1658538.7637957688 2459119.092525359)
180,235,287,POINT (1663383.2326757242 2458365.549245064),POINT (1661238.6897912147 2462771.196305541)
180,236,232,POINT (1663383.2326757242 2458365.549245064),POINT (1659793.3785258573 2458381.042168261)
180,237,23,POINT (1663383.2326757242 2458365.549245064),POINT (1658015.2264154153 2465713.936414581)
180,238,60,POINT (1663383.2326757242 2458365.549245064),POINT (1659237.6770195896 2450319.361272714)
180,239,243,POINT (1663383.2326757242 2458365.549245064),POINT (1665893.7169083597 2456888.297269174)
180,241,100,POINT (1663383.2326757242 2458365.549245064),POINT (1663033.5113679373 2462763.657443064)
180,243,49,POINT (1663383.2326757242 2458365.549245064),POINT (1652982.0835045492 2461339.054587997)
180,245,364,POINT (1663383.2326757242 2458365.549245064),POINT (1663200.6587958126 2456900.4238973428)
180,247,204,POINT (1663383.2326757242 2458365.549245064),POINT (1651014.4505884089 2463543.52647532)
180,249,200,POINT (1663383.2326757242 2458365.549245064),POINT (1655498.5262123905 2463526.6904588197)
180,251,217,POINT (1663383.2326757242 2458365.549245064),POINT (1658888.097166014 2454720.170646499)
180,253,175,POINT (1663383.2326757242 2458365.549245064),POINT (1661572.8156003258 2451042.2025684584)
180,255,45,POINT (1663383.2326757242 2458365.549245064),POINT (1655141.446662283 2464260.4191442616)
180,257,378,POINT (1663383.2326757242 2458365.549245064),POINT (1656038.4001581655 2464256.9730902943)
180,258,24,POINT (1663383.2326757242 2458365.549245064),POINT (1657990.765618003 2454724.0156804267)
180,260,327,POINT (1663383.2326757242 2458365.549245064),POINT (1658904.141910646 2462048.2323762076)
180,261,178,POINT (1663383.2326757242 2458365.549245064),POINT (1660349.469880249 2466437.0070478376)
180,262,141,POINT (1663383.2326757242 2458365.549245064),POINT (1654601.5934001908 2463530.1346375337)
180,266,181,POINT (1663383.2326757242 2458365.549245064),POINT (1657633.4535639822 2455458.541818732)
180,269,173,POINT (1663383.2326757242 2458365.549245064),POINT (1666791.5198381636 2456884.1783064534)
180,270,368,POINT (1663383.2326757242 2458365.549245064),POINT (1651911.1479552016 2463540.236243488)
180,272,104,POINT (1663383.2326757242 2458365.549245064),POINT (1664098.2863517583 2456896.4200628297)
180,277,108,POINT (1663383.2326757242 2458365.549245064),POINT (1666433.8659059817 2457618.8885700395)
180,281,109,POINT (1663383.2326757242 2458365.549245064),POINT (1652268.1007696895 2462806.581595513)
180,283,49,POINT (1663383.2326757242 2458365.549245064),POINT (1664455.8518409375 2456161.7466911864)
180,284,296,POINT (1663383.2326757242 2458365.549245064),POINT (1659070.7364965314 2456185.413328439)
180,285,360,POINT (1663383.2326757242 2458365.549245064),POINT (1660135.1788322916 2450315.3350703213)
180,287,362,POINT (1663383.2326757242 2458365.549245064),POINT (1655847.2794148256 2459130.084096792)
180,289,295,POINT (1663383.2326757242 2458365.549245064),POINT (1663908.2788184455 2451764.8462831685)
180,290,79,POINT (1663383.2326757242 2458365.549245064),POINT (1662668.282044009 2459834.38834606)
180,291,226,POINT (1663383.2326757242 2458365.549245064),POINT (1661222.9793738052 2455443.0780158597)
180,292,319,POINT (1663383.2326757242 2458365.549245064),POINT (1657832.4833502683 2464249.965456991)
180,293,330,POINT (1663383.2326757242 2458365.549245064),POINT (1658912.3385725063 2465710.4094516)
180,294,333,POINT (1663383.2326757242 2458365.549245064),POINT (1660690.754176871 2458377.2265354255)
180,295,22,POINT (1663383.2326757242 2458365.549245064),POINT (1662136.0713205927 2462767.4461196037)
180,297,207,POINT (1663383.2326757242 2458365.549245064),POINT (1660500.3413996487 2453246.871056325)
180,298,287,POINT (1663383.2326757242 2458365.549245064),POINT (1659976.0320475493 2459845.8464780003)
180,300,78,POINT (1663383.2326757242 2458365.549245064),POINT (1655664.5516759097 2457665.3451608275)
180,301,349,POINT (1663383.2326757242 2458365.549245064),POINT (1652442.263521056 2460608.61915999)
180,303,128,POINT (1663383.2326757242 2458365.549245064),POINT (1657824.2455496532 2460587.421128233)
180,304,227,POINT (1663383.2326757242 2458365.549245064),POINT (1659269.5570450437 2464976.642876767)
180,305,297,POINT (1663383.2326757242 2458365.549245064),POINT (1661048.1538644275 2457642.8077608766)
180,306,325,POINT (1663383.2326757242 2458365.549245064),POINT (1662493.46881893 2462033.316389327)
180,307,360,POINT (1663383.2326757242 2458365.549245064),POINT (1662660.579071721 2456169.7889907383)
180,311,151,POINT (1663383.2326757242 2458365.549245064),POINT (1652807.9042362904 2463536.9075278984)
180,312,85,POINT (1663383.2326757242 2458365.549245064),POINT (1662303.0897686537 2456904.3893593843)
180,315,185,POINT (1663383.2326757242 2458365.549245064),POINT (1654053.2504292019 2459137.2197966864)
180,316,42,POINT (1663383.2326757242 2458365.549245064),POINT (1663565.8158034487 2459830.4921081206)
180,317,278,POINT (1663383.2326757242 2458365.549245064),POINT (1656561.6718655992 2457661.684868133)
180,318,180,POINT (1663383.2326757242 2458365.549245064),POINT (1653339.1134326102 2460605.1822283003)
180,319,197,POINT (1663383.2326757242 2458365.549245064),POINT (1661397.8666290352 2453242.8762872275)
180,320,291,POINT (1663383.2326757242 2458365.549245064),POINT (1665711.2053193129 2455422.885635433)
180,321,248,POINT (1663383.2326757242 2458365.549245064),POINT (1653521.9118158706 2462069.452329916)
180,323,188,POINT (1663383.2326757242 2458365.549245064),POINT (1663740.7466312917 2457631.020914115)
180,332,215,POINT (1663383.2326757242 2458365.549245064),POINT (1657109.830227178 2462055.459549107)
180,333,286,POINT (1663383.2326757242 2458365.549245064),POINT (1655681.308230386 2464990.6658469574)
180,335,51,POINT (1663383.2326757242 2458365.549245064),POINT (1657808.1178620358 2453258.62562017)
180,337,346,POINT (1663383.2326757242 2458365.549245064),POINT (1661421.3535456923 2464235.4880353147)
180,338,10,POINT (1663383.2326757242 2458365.549245064),POINT (1661056.0353274923 2461306.7221280206)
180,339,224,POINT (1663383.2326757242 2458365.549245064),POINT (1662295.4504912612 2453238.843224489)
180,340,354,POINT (1663383.2326757242 2458365.549245064),POINT (1654418.8032109183 2462066.011825512)
180,346,307,POINT (1663383.2326757242 2458365.549245064),POINT (1654236.0222285208 2460601.706869768)
180,347,330,POINT (1663383.2326757242 2458365.549245064),POINT (1657268.1404905948 2452527.7965930174)
180,348,226,POINT (1663383.2326757242 2458365.549245064),POINT (1657458.850839091 2457657.986201712)
180,355,51,POINT (1663383.2326757242 2458365.549245064),POINT (1656910.8275174564 2453262.4672331675)
180,356,243,POINT (1663383.2326757242 2458365.549245064),POINT (1659452.278554183 2466440.5745548396)
180,357,272,POINT (1663383.2326757242 2458365.549245064),POINT (1656204.4627746162 2458395.9207628625)
180,359,361,POINT (1663383.2326757242 2458365.549245064),POINT (1659428.0990875603 2455450.886586648)
180,360,354,POINT (1663383.2326757242 2458365.549245064),POINT (1658006.9567252127 2462051.8651961302)
180,362,230,POINT (1663383.2326757242 2458365.549245064),POINT (1660675.234569206 2451046.26869498)
180,363,196,POINT (1663383.2326757242 2458365.549245064),POINT (1662485.6812871923 2458369.4800756676)
180,364,39,POINT (1663383.2326757242 2458365.549245064),POINT (1661040.388622987 2453977.6572270934)
180,367,353,POINT (1663383.2326757242 2458365.549245064),POINT (1657649.749561368 2462785.8121804916)
180,372,15,POINT (1663383.2326757242 2458365.549245064),POINT (1660317.755557599 2451781.194197096)
180,373,312,POINT (1663383.2326757242 2458365.549245064),POINT (1660516.0295956251 2460576.3032455645)
180,376,309,POINT (1663383.2326757242 2458365.549245064),POINT (1665171.0601406873 2454692.1823867806)
180,381,172,POINT (1663383.2326757242 2458365.549245064),POINT (1662478.0101897833 2454704.4073069287)
180,382,134,POINT (1663383.2326757242 2458365.549245064),POINT (1653513.3931460031 2458406.676628373)
180,385,333,POINT (1663383.2326757242 2458365.549245064),POINT (1657101.6036138115 2458392.258700954)
180,386,25,POINT (1663383.2326757242 2458365.549245064),POINT (1653878.9541661404 2461335.6158826496)
180,387,299,POINT (1663383.2326757242 2458365.549245064),POINT (1661937.9343510042 2453973.6606956436)
180,388,245,POINT (1663383.2326757242 2458365.549245064),POINT (1666251.3585536536 2456153.550951829)
180,390,198,POINT (1663383.2326757242 2458365.549245064),POINT (1666068.8604466259 2454688.030753189)
180,398,11,POINT (1663383.2326757242 2458365.549245064),POINT (1656927.1015693825 2460591.0502135903)
180,399,147,POINT (1663383.2326757242 2458365.549245064),POINT (1652450.9389992873 2464270.5262787812)
180,401,78,POINT (1663383.2326757242 2458365.549245064),POINT (1658348.10342234 2453989.4169811686)
180,403,191,POINT (1663383.2326757242 2458365.549245064),POINT (1654958.6605614892 2462796.3700273978)
180,404,357,POINT (1663383.2326757242 2458365.549245064),POINT (1661032.7393539161 2450311.2706369786)
180,405,139,POINT (1663383.2326757242 2458365.549245064),POINT (1652093.9994590129 2465004.072464375)
180,407,334,POINT (1663383.2326757242 2458365.549245064),POINT (1661778.699564124 2463501.5033349115)
180,408,103,POINT (1663383.2326757242 2458365.549245064),POINT (1656221.1780990376 2465720.8747161366)
180,409,107,POINT (1663383.2326757242 2458365.549245064),POINT (1660333.380239186 2459111.5727744536)
180,410,250,POINT (1663383.2326757242 2458365.549245064),POINT (1658555.1458189916 2466444.1035016505)
180,411,54,POINT (1663383.2326757242 2458365.549245064),POINT (1658364.1896160415 2461317.845671444)
180,412,300,POINT (1663383.2326757242 2458365.549245064),POINT (1659809.5093483622 2465706.843944606)
180,414,112,POINT (1663383.2326757242 2458365.549245064),POINT (1659777.7122191591 2451050.296574424)
180,417,260,POINT (1663383.2326757242 2458365.549245064),POINT (1667149.1995502617 2456149.395537761)
180,423,132,POINT (1663383.2326757242 2458365.549245064),POINT (1664280.8425726332 2458361.580011546)
180,426,287,POINT (1663383.2326757242 2458365.549245064),POINT (1657625.4792180455 2451793.0533817736)
180,427,247,POINT (1663383.2326757242 2458365.549245064),POINT (1651554.2208375433 2464273.818321054)
180,430,47,POINT (1663383.2326757242 2458365.549245064),POINT (1659992.2267755892 2467170.7016893914)
180,431,342,POINT (1663383.2326757242 2458365.549245064),POINT (1658546.8966649086 2462782.2159383167)
180,434,176,POINT (1663383.2326757242 2458365.549245064),POINT (1661215.298428351 2451777.164615246)
180,435,186,POINT (1663383.2326757242 2458365.549245064),POINT (1663025.7444812371 2459100.0050557037)
180,436,166,POINT (1663383.2326757242 2458365.549245064),POINT (1659595.1312231226 2449584.363770795)
180,437,374,POINT (1663383.2326757242 2458365.549245064),POINT (1661580.443979789 2454708.4056260986)
180,438,68,POINT (1663383.2326757242 2458365.549245064),POINT (1658189.677146062 2463516.12696522)
180,439,221,POINT (1663383.2326757242 2458365.549245064),POINT (1660857.807029394 2452512.0541112036)
180,440,39,POINT (1663383.2326757242 2458365.549245064),POINT (1662676.1015708118 2463497.7511697374)
180,442,258,POINT (1663383.2326757242 2458365.549245064),POINT (1656021.7483563945 2456931.073318973)
180,444,159,POINT (1663383.2326757242 2458365.549245064),POINT (1658372.4068360399 2464980.206409157)
180,445,120,POINT (1663383.2326757242 2458365.549245064),POINT (1660150.7401090832 2457646.6599411136)
180,446,260,POINT (1663383.2326757242 2458365.549245064),POINT (1661596.04923765 2462037.103095866)
180,448,357,POINT (1663383.2326757242 2458365.549245064),POINT (1663018.0941398512 2455435.116091568)
180,449,374,POINT (1663383.2326757242 2458365.549245064),POINT (1656761.056262779 2466451.045722319)
180,451,289,POINT (1663383.2326757242 2458365.549245064),POINT (1652633.786447382 2465734.288875808)
180,452,54,POINT (1663383.2326757242 2458365.549245064),POINT (1659610.734213803 2456916.0555289485)
180,453,204,POINT (1663383.2326757242 2458365.549245064),POINT (1656387.1863642065 2459860.586032225)
180,454,243,POINT (1663383.2326757242 2458365.549245064),POINT (1657284.309716966 2459856.958776066)
180,455,86,POINT (1663383.2326757242 2458365.549245064),POINT (1658729.6129757818 2464246.4038738087)
180,456,34,POINT (1663383.2326757242 2458365.549245064),POINT (1660508.12744227 2456912.20517335)
180,457,83,POINT (1663383.2326757242 2458365.549245064),POINT (1661953.4344260413 2461302.937366097)
180,459,28,POINT (1663383.2326757242 2458365.549245064),POINT (1663923.3163075414 2459096.0723174345)
180,460,162,POINT (1663383.2326757242 2458365.549245064),POINT (1656918.9066916034 2456927.376412558)
180,461,72,POINT (1663383.2326757242 2458365.549245064),POINT (1653696.1690728809 2459871.237297887)
180,462,287,POINT (1663383.2326757242 2458365.549245064),POINT (1652990.7383991429 2465000.778586257)
180,463,333,POINT (1663383.2326757242 2458365.549245064),POINT (1661755.3704042083 2452508.022801591)
180,465,298,POINT (1663383.2326757242 2458365.549245064),POINT (1657467.025024877 2461321.4766113907)
180,467,65,POINT (1663383.2326757242 2458365.549245064),POINT (1666609.0259789359 2455418.732124283)
183,187,329,POINT (1661246.7197617888 2466433.40097876),POINT (1660873.3901306628 2459842.0655291583)
183,188,223,POINT (1661246.7197617888 2466433.40097876),POINT (1659062.8562972285 2452520.001899742)
183,189,11,POINT (1661246.7197617888 2466433.40097876),POINT (1659801.3857481158 2462044.5610874416)
183,190,304,POINT (1661246.7197617888 2466433.40097876),POINT (1655324.242010476 2465724.286058564)
183,191,10,POINT (1661246.7197617888 2466433.40097876),POINT (1662470.4552771682 2451038.098193027)
183,193,60,POINT (1661246.7197617888 2466433.40097876),POINT (1657450.7924677369 2453993.260291947)
183,195,192,POINT (1661246.7197617888 2466433.40097876),POINT (1656395.517797662 2463523.207788486)
183,196,76,POINT (1661246.7197617888 2466433.40097876),POINT (1654061.748449569 2462799.812356256)
183,197,304,POINT (1661246.7197617888 2466433.40097876),POINT (1659785.487432545 2454716.2872940414)
183,198,285,POINT (1661246.7197617888 2466433.40097876),POINT (1661230.77641166 2459107.7552823774)
183,206,136,POINT (1661246.7197617888 2466433.40097876),POINT (1656744.3821234605 2459126.458644443)
183,208,236,POINT (1661246.7197617888 2466433.40097876),POINT (1659968.10918148 2456181.564772103)
183,214,370,POINT (1661246.7197617888 2466433.40097876),POINT (1658530.7469627662 2455454.733369095)
183,216,117,POINT (1661246.7197617888 2466433.40097876),POINT (1655307.3807267118 2458399.544436788)
183,220,27,POINT (1661246.7197617888 2466433.40097876),POINT (1663368.1535643733 2451033.9555668784)
183,225,237,POINT (1661246.7197617888 2466433.40097876),POINT (1662120.5074645393 2455439.1162238186)
183,227,324,POINT (1661246.7197617888 2466433.40097876),POINT (1654244.551946963 2464263.8266923614)
183,231,260,POINT (1661246.7197617888 2466433.40097876),POINT (1663208.3410565308 2460564.8393836333)
183,232,69,POINT (1661246.7197617888 2466433.40097876),POINT (1661763.0305044434 2456173.752605095)
183,233,314,POINT (1661246.7197617888 2466433.40097876),POINT (1659984.0711625577 2463508.8921524067)
183,234,131,POINT (1661246.7197617888 2466433.40097876),POINT (1658538.7637957688 2459119.092525359)
183,235,13,POINT (1661246.7197617888 2466433.40097876),POINT (1661238.6897912147 2462771.196305541)
183,236,66,POINT (1661246.7197617888 2466433.40097876),POINT (1659793.3785258573 2458381.042168261)
183,237,184,POINT (1661246.7197617888 2466433.40097876),POINT (1658015.2264154153 2465713.936414581)
183,238,333,POINT (1661246.7197617888 2466433.40097876),POINT (1659237.6770195896 2450319.361272714)
183,239,293,POINT (1661246.7197617888 2466433.40097876),POINT (1665893.7169083597 2456888.297269174)
183,241,228,POINT (1661246.7197617888 2466433.40097876),POINT (1663033.5113679373 2462763.657443064)
183,243,184,POINT (1661246.7197617888 2466433.40097876),POINT (1652982.0835045492 2461339.054587997)
183,245,44,POINT (1661246.7197617888 2466433.40097876),POINT (1663200.6587958126 2456900.4238973428)
183,247,186,POINT (1661246.7197617888 2466433.40097876),POINT (1651014.4505884089 2463543.52647532)
183,249,281,POINT (1661246.7197617888 2466433.40097876),POINT (1655498.5262123905 2463526.6904588197)
183,251,193,POINT (1661246.7197617888 2466433.40097876),POINT (1658888.097166014 2454720.170646499)
183,253,281,POINT (1661246.7197617888 2466433.40097876),POINT (1661572.8156003258 2451042.2025684584)
183,255,312,POINT (1661246.7197617888 2466433.40097876),POINT (1655141.446662283 2464260.4191442616)
183,257,330,POINT (1661246.7197617888 2466433.40097876),POINT (1656038.4001581655 2464256.9730902943)
183,258,366,POINT (1661246.7197617888 2466433.40097876),POINT (1657990.765618003 2454724.0156804267)
183,260,223,POINT (1661246.7197617888 2466433.40097876),POINT (1658904.141910646 2462048.2323762076)
183,261,17,POINT (1661246.7197617888 2466433.40097876),POINT (1660349.469880249 2466437.0070478376)
183,262,202,POINT (1661246.7197617888 2466433.40097876),POINT (1654601.5934001908 2463530.1346375337)
183,266,100,POINT (1661246.7197617888 2466433.40097876),POINT (1657633.4535639822 2455458.541818732)
183,269,63,POINT (1661246.7197617888 2466433.40097876),POINT (1666791.5198381636 2456884.1783064534)
183,270,314,POINT (1661246.7197617888 2466433.40097876),POINT (1651911.1479552016 2463540.236243488)
183,272,89,POINT (1661246.7197617888 2466433.40097876),POINT (1664098.2863517583 2456896.4200628297)
183,277,80,POINT (1661246.7197617888 2466433.40097876),POINT (1666433.8659059817 2457618.8885700395)
183,281,187,POINT (1661246.7197617888 2466433.40097876),POINT (1652268.1007696895 2462806.581595513)
183,283,273,POINT (1661246.7197617888 2466433.40097876),POINT (1664455.8518409375 2456161.7466911864)
183,284,66,POINT (1661246.7197617888 2466433.40097876),POINT (1659070.7364965314 2456185.413328439)
183,285,145,POINT (1661246.7197617888 2466433.40097876),POINT (1660135.1788322916 2450315.3350703213)
183,287,89,POINT (1661246.7197617888 2466433.40097876),POINT (1655847.2794148256 2459130.084096792)
183,289,98,POINT (1661246.7197617888 2466433.40097876),POINT (1663908.2788184455 2451764.8462831685)
183,290,339,POINT (1661246.7197617888 2466433.40097876),POINT (1662668.282044009 2459834.38834606)
183,291,295,POINT (1661246.7197617888 2466433.40097876),POINT (1661222.9793738052 2455443.0780158597)
183,292,118,POINT (1661246.7197617888 2466433.40097876),POINT (1657832.4833502683 2464249.965456991)
183,293,262,POINT (1661246.7197617888 2466433.40097876),POINT (1658912.3385725063 2465710.4094516)
183,294,157,POINT (1661246.7197617888 2466433.40097876),POINT (1660690.754176871 2458377.2265354255)
183,295,20,POINT (1661246.7197617888 2466433.40097876),POINT (1662136.0713205927 2462767.4461196037)
183,297,227,POINT (1661246.7197617888 2466433.40097876),POINT (1660500.3413996487 2453246.871056325)
183,298,213,POINT (1661246.7197617888 2466433.40097876),POINT (1659976.0320475493 2459845.8464780003)
183,300,371,POINT (1661246.7197617888 2466433.40097876),POINT (1655664.5516759097 2457665.3451608275)
183,301,46,POINT (1661246.7197617888 2466433.40097876),POINT (1652442.263521056 2460608.61915999)
183,303,215,POINT (1661246.7197617888 2466433.40097876),POINT (1657824.2455496532 2460587.421128233)
183,304,298,POINT (1661246.7197617888 2466433.40097876),POINT (1659269.5570450437 2464976.642876767)
183,305,158,POINT (1661246.7197617888 2466433.40097876),POINT (1661048.1538644275 2457642.8077608766)
183,306,170,POINT (1661246.7197617888 2466433.40097876),POINT (1662493.46881893 2462033.316389327)
183,307,75,POINT (1661246.7197617888 2466433.40097876),POINT (1662660.579071721 2456169.7889907383)
183,311,178,POINT (1661246.7197617888 2466433.40097876),POINT (1652807.9042362904 2463536.9075278984)
183,312,20,POINT (1661246.7197617888 2466433.40097876),POINT (1662303.0897686537 2456904.3893593843)
183,315,226,POINT (1661246.7197617888 2466433.40097876),POINT (1654053.2504292019 2459137.2197966864)
183,316,375,POINT (1661246.7197617888 2466433.40097876),POINT (1663565.8158034487 2459830.4921081206)
183,317,225,POINT (1661246.7197617888 2466433.40097876),POINT (1656561.6718655992 2457661.684868133)
183,318,184,POINT (1661246.7197617888 2466433.40097876),POINT (1653339.1134326102 2460605.1822283003)
183,319,219,POINT (1661246.7197617888 2466433.40097876),POINT (1661397.8666290352 2453242.8762872275)
183,320,115,POINT (1661246.7197617888 2466433.40097876),POINT (1665711.2053193129 2455422.885635433)
183,321,286,POINT (1661246.7197617888 2466433.40097876),POINT (1653521.9118158706 2462069.452329916)
183,323,356,POINT (1661246.7197617888 2466433.40097876),POINT (1663740.7466312917 2457631.020914115)
183,332,293,POINT (1661246.7197617888 2466433.40097876),POINT (1657109.830227178 2462055.459549107)
183,333,253,POINT (1661246.7197617888 2466433.40097876),POINT (1655681.308230386 2464990.6658469574)
183,335,169,POINT (1661246.7197617888 2466433.40097876),POINT (1657808.1178620358 2453258.62562017)
183,337,176,POINT (1661246.7197617888 2466433.40097876),POINT (1661421.3535456923 2464235.4880353147)
183,338,90,POINT (1661246.7197617888 2466433.40097876),POINT (1661056.0353274923 2461306.7221280206)
183,339,28,POINT (1661246.7197617888 2466433.40097876),POINT (1662295.4504912612 2453238.843224489)
183,340,304,POINT (1661246.7197617888 2466433.40097876),POINT (1654418.8032109183 2462066.011825512)
183,346,135,POINT (1661246.7197617888 2466433.40097876),POINT (1654236.0222285208 2460601.706869768)
183,347,114,POINT (1661246.7197617888 2466433.40097876),POINT (1657268.1404905948 2452527.7965930174)
183,348,30,POINT (1661246.7197617888 2466433.40097876),POINT (1657458.850839091 2457657.986201712)
183,355,148,POINT (1661246.7197617888 2466433.40097876),POINT (1656910.8275174564 2453262.4672331675)
183,356,22,POINT (1661246.7197617888 2466433.40097876),POINT (1659452.278554183 2466440.5745548396)
183,357,191,POINT (1661246.7197617888 2466433.40097876),POINT (1656204.4627746162 2458395.9207628625)
183,359,181,POINT (1661246.7197617888 2466433.40097876),POINT (1659428.0990875603 2455450.886586648)
183,360,91,POINT (1661246.7197617888 2466433.40097876),POINT (1658006.9567252127 2462051.8651961302)
183,362,63,POINT (1661246.7197617888 2466433.40097876),POINT (1660675.234569206 2451046.26869498)
183,363,363,POINT (1661246.7197617888 2466433.40097876),POINT (1662485.6812871923 2458369.4800756676)
183,364,266,POINT (1661246.7197617888 2466433.40097876),POINT (1661040.388622987 2453977.6572270934)
183,367,96,POINT (1661246.7197617888 2466433.40097876),POINT (1657649.749561368 2462785.8121804916)
183,372,203,POINT (1661246.7197617888 2466433.40097876),POINT (1660317.755557599 2451781.194197096)
183,373,203,POINT (1661246.7197617888 2466433.40097876),POINT (1660516.0295956251 2460576.3032455645)
183,376,109,POINT (1661246.7197617888 2466433.40097876),POINT (1665171.0601406873 2454692.1823867806)
183,381,43,POINT (1661246.7197617888 2466433.40097876),POINT (1662478.0101897833 2454704.4073069287)
183,382,370,POINT (1661246.7197617888 2466433.40097876),POINT (1653513.3931460031 2458406.676628373)
183,385,153,POINT (1661246.7197617888 2466433.40097876),POINT (1657101.6036138115 2458392.258700954)
183,386,166,POINT (1661246.7197617888 2466433.40097876),POINT (1653878.9541661404 2461335.6158826496)
183,387,315,POINT (1661246.7197617888 2466433.40097876),POINT (1661937.9343510042 2453973.6606956436)
183,388,336,POINT (1661246.7197617888 2466433.40097876),POINT (1666251.3585536536 2456153.550951829)
183,390,240,POINT (1661246.7197617888 2466433.40097876),POINT (1666068.8604466259 2454688.030753189)
183,398,299,POINT (1661246.7197617888 2466433.40097876),POINT (1656927.1015693825 2460591.0502135903)
183,399,51,POINT (1661246.7197617888 2466433.40097876),POINT (1652450.9389992873 2464270.5262787812)
183,401,62,POINT (1661246.7197617888 2466433.40097876),POINT (1658348.10342234 2453989.4169811686)
183,403,26,POINT (1661246.7197617888 2466433.40097876),POINT (1654958.6605614892 2462796.3700273978)
183,404,37,POINT (1661246.7197617888 2466433.40097876),POINT (1661032.7393539161 2450311.2706369786)
183,405,121,POINT (1661246.7197617888 2466433.40097876),POINT (1652093.9994590129 2465004.072464375)
183,407,308,POINT (1661246.7197617888 2466433.40097876),POINT (1661778.699564124 2463501.5033349115)
183,408,340,POINT (1661246.7197617888 2466433.40097876),POINT (1656221.1780990376 2465720.8747161366)
183,409,292,POINT (1661246.7197617888 2466433.40097876),POINT (1660333.380239186 2459111.5727744536)
183,410,19,POINT (1661246.7197617888 2466433.40097876),POINT (1658555.1458189916 2466444.1035016505)
183,411,357,POINT (1661246.7197617888 2466433.40097876),POINT (1658364.1896160415 2461317.845671444)
183,412,148,POINT (1661246.7197617888 2466433.40097876),POINT (1659809.5093483622 2465706.843944606)
183,414,301,POINT (1661246.7197617888 2466433.40097876),POINT (1659777.7122191591 2451050.296574424)
183,417,25,POINT (1661246.7197617888 2466433.40097876),POINT (1667149.1995502617 2456149.395537761)
183,423,325,POINT (1661246.7197617888 2466433.40097876),POINT (1664280.8425726332 2458361.580011546)
183,426,185,POINT (1661246.7197617888 2466433.40097876),POINT (1657625.4792180455 2451793.0533817736)
183,427,379,POINT (1661246.7197617888 2466433.40097876),POINT (1651554.2208375433 2464273.818321054)
183,430,143,POINT (1661246.7197617888 2466433.40097876),POINT (1659992.2267755892 2467170.7016893914)
183,431,178,POINT (1661246.7197617888 2466433.40097876),POINT (1658546.8966649086 2462782.2159383167)
183,434,261,POINT (1661246.7197617888 2466433.40097876),POINT (1661215.298428351 2451777.164615246)
183,435,182,POINT (1661246.7197617888 2466433.40097876),POINT (1663025.7444812371 2459100.0050557037)
183,436,109,POINT (1661246.7197617888 2466433.40097876),POINT (1659595.1312231226 2449584.363770795)
183,437,136,POINT (1661246.7197617888 2466433.40097876),POINT (1661580.443979789 2454708.4056260986)
183,438,310,POINT (1661246.7197617888 2466433.40097876),POINT (1658189.677146062 2463516.12696522)
183,439,86,POINT (1661246.7197617888 2466433.40097876),POINT (1660857.807029394 2452512.0541112036)
183,440,249,POINT (1661246.7197617888 2466433.40097876),POINT (1662676.1015708118 2463497.7511697374)
183,442,324,POINT (1661246.7197617888 2466433.40097876),POINT (1656021.7483563945 2456931.073318973)
183,444,233,POINT (1661246.7197617888 2466433.40097876),POINT (1658372.4068360399 2464980.206409157)
183,445,24,POINT (1661246.7197617888 2466433.40097876),POINT (1660150.7401090832 2457646.6599411136)
183,446,373,POINT (1661246.7197617888 2466433.40097876),POINT (1661596.04923765 2462037.103095866)
183,448,26,POINT (1661246.7197617888 2466433.40097876),POINT (1663018.0941398512 2455435.116091568)
183,449,153,POINT (1661246.7197617888 2466433.40097876),POINT (1656761.056262779 2466451.045722319)
183,451,310,POINT (1661246.7197617888 2466433.40097876),POINT (1652633.786447382 2465734.288875808)
